11264,0.6693,0.6693,0.0000,0.7156,0.7156,0.0000,14.9400,10.8074,113.0000,24.1665,22.4494,64.0000,,11264,2.249,,2.315,,4.569,,11.59,
16438,0.6693,0.6693,0.0000,0.7156,0.7156,0.0000,14.0544,13.8350,6.0000,24.0854,22.2342,69.0000,,16438,2.25,,2.322,,4.575,,11.55,
75645,0.6693,0.6693,0.0000,0.7156,0.7156,0.0000,14.4271,10.8797,97.0000,23.7691,22.1861,59.0000,,75645,2.265,,2.319,,4.568,,11.54,
79856,0.6693,0.6693,0.0000,0.7156,0.7156,0.0000,14.0544,13.8350,6.0000,24.0952,22.0562,76.0000,,79856,2.26,,2.318,,4.578,,11.55,
96867,0.6693,0.6693,0.0000,0.7156,0.7156,0.0000,14.0544,13.8350,6.0000,24.1933,22.1543,76.0000,,96867,2.249,,2.32,,4.594,,11.52,
