11264,0.6693,0.6693,0.0000,0.7156,0.7156,0.0000,14.2871,14.2871,0.0000,23.7231,21.7780,145.0000,,11264,2.692,,2.683,,6.101,,15.27,
16438,0.6693,0.6693,0.0000,0.7156,0.7156,0.0000,14.2871,14.2871,0.0000,24.0693,21.6680,179.0000,,16438,2.696,,2.685,,6.101,,15.29,
75645,0.6693,0.6693,0.0000,0.7156,0.7156,0.0000,14.2871,14.2871,0.0000,23.6534,21.7217,144.0000,,75645,2.702,,2.683,,6.089,,15.27,
79856,0.6693,0.6693,0.0000,0.7156,0.7156,0.0000,14.2871,14.2871,0.0000,24.1282,21.9282,164.0000,,79856,2.689,,2.675,,6.074,,15.23,
96867,0.6693,0.6693,0.0000,0.7156,0.7156,0.0000,14.9345,10.7663,228.0000,24.2150,21.8942,173.0000,,96867,2.697,,2.679,,6.091,,15.26,
