11264,0.6693,0.6693,0.0000,0.7156,0.7156,0.0000,15.1853,10.8891,235.0000,24.0040,21.9248,155.0000,,11264,0.2299,,0.1694,,0.4444,,4.616,
16438,0.6693,0.6693,0.0000,0.7156,0.7156,0.0000,14.2871,14.2871,0.0000,24.0407,21.9212,158.0000,,16438,0.2172,,0.1007,,1.839,,4.353,
75645,0.6693,0.6693,0.0000,0.7156,0.7156,0.0000,15.1915,10.8953,235.0000,23.8769,21.8379,152.0000,,75645,0.1533,,0.1684,,0.3262,,8.608,
79856,0.6693,0.6693,0.0000,0.7156,0.7156,0.0000,15.1915,10.8953,235.0000,24.0414,21.8816,161.0000,,79856,0.1804,,0.1692,,0.3661,,6.549,
96867,0.6693,0.6693,0.0000,0.7156,0.7156,0.0000,14.2871,14.2871,0.0000,24.6961,21.6912,224.0000,,96867,0.1958,,0.1405,,2.087,,3.5,
